# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   74       2.628950715382e-10       5.137089552771e-14      -1.015429376832e-12       0.000000000000e+00       2.183506485669e-11       2.612503400103e-12      -9.406836345533e-15 
   75       2.662794602559e-10       5.325426939510e-14      -1.081991661149e-12       0.000000000000e+00       2.114244973188e-11       2.541191725769e-12      -9.266671725594e-15 
   76       2.696936542386e-10       5.516277784213e-14      -1.150044221708e-12       0.000000000000e+00       2.047571517786e-11       2.472535039295e-12      -9.131463296517e-15 
   77       2.731384713222e-10       5.709509719904e-14      -1.219551629620e-12       0.000000000000e+00       1.983432866657e-11       2.406486943955e-12      -9.001215523603e-15 
   78       2.766149401998e-10       5.904976872763e-14      -1.290475145002e-12       0.000000000000e+00       1.921830044399e-11       2.343038252373e-12      -8.875930443521e-15 
   79       2.801237961952e-10       6.102525607223e-14      -1.362773854160e-12       0.000000000000e+00       1.862727553581e-11       2.282139851808e-12      -8.755519648975e-15 
   80       2.836654636828e-10       6.301994410468e-14      -1.436404663259e-12       0.000000000000e+00       1.806051696114e-11       2.223700878161e-12      -8.639800046204e-15 
   81       2.872400385062e-10       6.503213776926e-14      -1.511322292000e-12       0.000000000000e+00       1.751688894641e-11       2.167586889965e-12      -8.528489612490e-15 
   82       2.908472703978e-10       6.706006092773e-14      -1.587479267291e-12       0.000000000000e+00       1.699484013908e-11       2.113618042390e-12      -8.421203153659e-15 
   83       2.944865453979e-10       6.910185520422e-14      -1.664825916919e-12       0.000000000000e+00       1.649238682145e-11       2.061567261235e-12      -8.317448061583e-15 
   84       2.981572134639e-10       7.115565070339e-14      -1.743311150995e-12       0.000000000000e+00       1.600759539849e-11       2.011215525694e-12      -8.216803235029e-15 
   85       3.018596722098e-10       7.321979416491e-14      -1.822884968989e-12       0.000000000000e+00       1.554015853351e-11       1.962532246506e-12      -8.119499215457e-15 
   86       3.055944314296e-10       7.529265669028e-14      -1.903496358638e-12       0.000000000000e+00       1.509005074055e-11       1.915521581829e-12      -8.025926894204e-15 
   87       3.093617722755e-10       7.737256528479e-14      -1.985092551943e-12       0.000000000000e+00       1.465704407074e-11       1.870167133761e-12      -7.936461753160e-15 
   88       3.131617354789e-10       7.945780291043e-14      -2.067619032079e-12       0.000000000000e+00       1.424069971725e-11       1.826431082147e-12      -7.851462700646e-15 
   89       3.169941095709e-10       8.154660853879e-14      -2.151019540312e-12       0.000000000000e+00       1.384035962021e-11       1.784253318389e-12      -7.771270907293e-15 
   90       3.208584191033e-10       8.363717720398e-14      -2.235236082907e-12       0.000000000000e+00       1.345513807169e-11       1.743550579257e-12      -7.696208641923e-15 
   91       3.247539128690e-10       8.572766005557e-14      -2.320208938045e-12       0.000000000000e+00       1.308391332067e-11       1.704215580694e-12      -7.626578107424e-15 
   92       3.286795521231e-10       8.781616441149e-14      -2.405876662734e-12       0.000000000000e+00       1.272531917793e-11       1.666116151629e-12      -7.562660276627e-15 
   93       3.326343357399e-10       8.990078111686e-14      -2.492176863511e-12       0.000000000000e+00       1.237806935633e-11       1.629127540489e-12      -7.504574729264e-15 
   94       3.366183572119e-10       9.197967121227e-14      -2.579048626128e-12       0.000000000000e+00       1.204200452627e-11       1.593236774237e-12      -7.451837577259e-15 
   95       3.406318855846e-10       9.405099245893e-14      -2.666430465773e-12       0.000000000000e+00       1.171718794858e-11       1.558452466479e-12      -7.403734589646e-15 
   96       3.446750356265e-10       9.611287361618e-14      -2.754259613005e-12       0.000000000000e+00       1.140358299444e-11       1.524772637930e-12      -7.359451236318e-15 
   97       3.487477606746e-10       9.816341486928e-14      -2.842472031152e-12       0.000000000000e+00       1.110104931768e-11       1.492184305587e-12      -7.318069615885e-15 
   98       3.528498454806e-10       1.002006882571e-13      -2.931002433707e-12       0.000000000000e+00       1.080933902722e-11       1.460663071893e-12      -7.278565383538e-15 
   99       3.569808990565e-10       1.022227380999e-13      -3.019784301727e-12       0.000000000000e+00       1.052809285933e-11       1.430172713901e-12      -7.239804678914e-15 
  100       3.611403475203e-10       1.042275814272e-13      -3.108749901226e-12       0.000000000000e+00       1.025683635008e-11       1.400664772440e-12      -7.200541053958e-15 
  101       3.653274269420e-10       1.062132084051e-13      -3.197830300581e-12       0.000000000000e+00       9.994976007611e-12       1.372078141281e-12      -7.159412400784e-15 
  102       3.695411761895e-10       1.081775827645e-13      -3.286955387918e-12       0.000000000000e+00       9.741795484529e-12       1.344338656301e-12      -7.114937879541e-15 
  103       3.737804297740e-10       1.101186422287e-13      -3.376053888520e-12       0.000000000000e+00       9.496451750261e-12       1.317358684651e-12      -7.065514846273e-15 
  104       3.780440648501e-10       1.120343501973e-13      -3.465054017157e-12       0.000000000000e+00       9.258166306762e-12       1.291057804277e-12      -7.009807020186e-15 
  105       3.823317956232e-10       1.139228578283e-13      -3.553885497988e-12       0.000000000000e+00       9.026836497654e-12       1.265428908836e-12      -6.947975320376e-15 
  106       3.866434734171e-10       1.157823647503e-13      -3.642477851223e-12       0.000000000000e+00       8.802500026646e-12       1.240480308247e-12      -6.880608343888e-15 
  107       3.909788377940e-10       1.176110707407e-13      -3.730759806633e-12       0.000000000000e+00       8.585145624358e-12       1.216215258844e-12      -6.808347186213e-15 
  108       3.953375121936e-10       1.194071767164e-13      -3.818659327919e-12       0.000000000000e+00       8.374711364011e-12       1.192631784300e-12      -6.731886668485e-15 
  109       3.997189995717e-10       1.211688857250e-13      -3.906103637094e-12       0.000000000000e+00       8.171082977115e-12       1.169722496557e-12      -6.651976564680e-15 
  110       4.041226780385e-10       1.228944039354e-13      -3.993019238853e-12       0.000000000000e+00       7.974092169152e-12       1.147474416752e-12      -6.569422828811e-15 
  111       4.085477964982e-10       1.245819416296e-13      -4.079331944947e-12       0.000000000000e+00       7.783514935268e-12       1.125868796144e-12      -6.485088822126e-15 
  112       4.129934702867e-10       1.262297141928e-13      -4.164966898562e-12       0.000000000000e+00       7.599069875958e-12       1.104880937045e-12      -6.399896540303e-15 
  113       4.174586768110e-10       1.278359431050e-13      -4.249848598689e-12       0.000000000000e+00       7.420416512757e-12       1.084480013745e-12      -6.314827840652e-15 
